'Elapsed time','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
'0:00.187',0.025,-1.032,-1.056,0.503,0.540,-1.044,0.117,0.233,0.609,0.255,-0.232,0.174,-0.216,-0.588,0.000
'0:00.188',0.024,-1.038,-1.061,0.506,0.542,-1.049,0.118,0.231,0.605,0.250,-0.235,0.169,-0.222,-0.590,0.004
'0:00.189',0.024,-1.041,-1.065,0.508,0.544,-1.052,0.118,0.228,0.599,0.244,-0.240,0.166,-0.224,-0.594,0.002
'0:00.190',0.022,-1.040,-1.063,0.509,0.543,-1.052,0.118,0.223,0.595,0.236,-0.245,0.160,-0.229,-0.596,-0.006
'0:00.191',0.022,-1.048,-1.069,0.512,0.545,-1.058,0.119,0.221,0.591,0.231,-0.250,0.153,-0.235,-0.597,0.002
'0:00.192',0.021,-1.053,-1.073,0.516,0.547,-1.063,0.120,0.219,0.586,0.229,-0.254,0.151,-0.238,-0.601,0.009
'0:00.193',0.022,-1.054,-1.077,0.516,0.550,-1.066,0.123,0.220,0.583,0.226,-0.255,0.148,-0.243,-0.605,0.009
'0:00.194',0.025,-1.056,-1.081,0.515,0.553,-1.069,0.120,0.216,0.577,0.220,-0.259,0.141,-0.247,-0.608,0.009
'0:00.195',0.023,-1.060,-1.083,0.518,0.553,-1.071,0.122,0.213,0.575,0.215,-0.263,0.140,-0.248,-0.611,0.011
'0:00.196',0.021,-1.063,-1.085,0.521,0.552,-1.074,0.128,0.213,0.573,0.213,-0.264,0.138,-0.252,-0.613,0.011
'0:00.197',0.022,-1.065,-1.087,0.521,0.554,-1.076,0.126,0.209,0.567,0.206,-0.268,0.131,-0.257,-0.617,0.015
'0:00.198',0.019,-1.068,-1.087,0.524,0.553,-1.077,0.126,0.207,0.564,0.204,-0.271,0.127,-0.260,-0.620,0.017
'0:00.199',0.015,-1.073,-1.087,0.528,0.551,-1.080,0.124,0.204,0.558,0.200,-0.275,0.122,-0.264,-0.622,0.017
'0:00.200',0.013,-1.075,-1.088,0.530,0.551,-1.081,0.123,0.203,0.554,0.194,-0.278,0.117,-0.268,-0.624,0.018
'0:00.201',0.013,-1.079,-1.093,0.533,0.553,-1.087,0.126,0.201,0.552,0.192,-0.280,0.113,-0.271,-0.629,0.018
'0:00.202',0.015,-1.083,-1.098,0.534,0.556,-1.091,0.126,0.198,0.549,0.189,-0.285,0.110,-0.274,-0.632,0.018
'0:00.203',0.009,-1.085,-1.093,0.538,0.551,-1.089,0.122,0.194,0.543,0.180,-0.289,0.104,-0.276,-0.629,0.020
'0:00.204',0.005,-1.089,-1.095,0.542,0.550,-1.093,0.119,0.189,0.539,0.174,-0.295,0.099,-0.279,-0.630,0.018
'0:00.205',0.006,-1.087,-1.095,0.540,0.551,-1.091,0.121,0.192,0.538,0.174,-0.298,0.098,-0.281,-0.631,0.017
'0:00.206',0.004,-1.087,-1.091,0.541,0.548,-1.089,0.124,0.192,0.538,0.172,-0.298,0.095,-0.284,-0.631,0.019
'0:00.207',0.004,-1.087,-1.092,0.541,0.548,-1.089,0.123,0.189,0.536,0.170,-0.300,0.093,-0.285,-0.628,0.019
'0:00.208',0.006,-1.089,-1.095,0.541,0.551,-1.092,0.122,0.189,0.531,0.168,-0.302,0.091,-0.284,-0.629,0.021
'0:00.209',0.003,-1.093,-1.097,0.545,0.550,-1.095,0.123,0.187,0.529,0.165,-0.304,0.089,-0.286,-0.633,0.021
'0:00.210',-0.003,-1.097,-1.095,0.550,0.546,-1.096,0.124,0.184,0.527,0.162,-0.306,0.088,-0.288,-0.634,0.024
'0:00.211',-0.006,-1.104,-1.097,0.555,0.546,-1.101,0.126,0.184,0.526,0.159,-0.305,0.087,-0.291,-0.633,0.025
'0:00.212',-0.006,-1.106,-1.101,0.555,0.547,-1.103,0.127,0.183,0.526,0.158,-0.306,0.085,-0.294,-0.633,0.028
'0:00.213',-0.004,-1.103,-1.099,0.553,0.547,-1.101,0.127,0.183,0.525,0.158,-0.308,0.083,-0.294,-0.632,0.029
'0:00.214',-0.009,-1.107,-1.098,0.557,0.545,-1.103,0.127,0.183,0.522,0.158,-0.309,0.084,-0.296,-0.636,0.026
'0:00.215',-0.007,-1.108,-1.101,0.557,0.546,-1.104,0.126,0.182,0.522,0.158,-0.310,0.083,-0.295,-0.637,0.026
'0:00.216',-0.002,-1.103,-1.101,0.552,0.550,-1.103,0.126,0.183,0.524,0.158,-0.309,0.083,-0.291,-0.634,0.025
'0:00.217',-0.006,-1.105,-1.099,0.555,0.546,-1.101,0.127,0.179,0.519,0.153,-0.312,0.079,-0.297,-0.639,0.025
'0:00.218',-0.005,-1.105,-1.100,0.555,0.547,-1.103,0.126,0.177,0.517,0.150,-0.316,0.075,-0.303,-0.642,0.022
'0:00.219',-0.004,-1.105,-1.102,0.554,0.549,-1.104,0.129,0.179,0.518,0.152,-0.315,0.078,-0.302,-0.642,0.023
'0:00.220',-0.006,-1.107,-1.101,0.556,0.548,-1.105,0.130,0.182,0.518,0.153,-0.313,0.079,-0.302,-0.642,0.025
'0:00.221',-0.004,-1.111,-1.107,0.557,0.552,-1.109,0.131,0.184,0.518,0.156,-0.310,0.080,-0.302,-0.645,0.025
'0:00.222',-0.004,-1.113,-1.109,0.558,0.553,-1.111,0.130,0.181,0.517,0.153,-0.312,0.077,-0.303,-0.646,0.026
'0:00.223',-0.009,-1.114,-1.105,0.561,0.548,-1.110,0.129,0.178,0.516,0.149,-0.315,0.073,-0.305,-0.645,0.029
'0:00.224',-0.011,-1.117,-1.105,0.564,0.547,-1.111,0.129,0.177,0.515,0.148,-0.316,0.072,-0.306,-0.644,0.030
'0:00.225',-0.009,-1.115,-1.107,0.561,0.549,-1.111,0.127,0.177,0.513,0.148,-0.317,0.072,-0.306,-0.643,0.029
'0:00.226',-0.005,-1.111,-1.106,0.558,0.550,-1.109,0.124,0.175,0.512,0.147,-0.316,0.071,-0.306,-0.645,0.029
'0:00.227',-0.009,-1.114,-1.105,0.561,0.548,-1.109,0.127,0.174,0.511,0.145,-0.317,0.069,-0.310,-0.645,0.030
'0:00.228',-0.012,-1.119,-1.107,0.566,0.548,-1.113,0.130,0.175,0.512,0.145,-0.315,0.070,-0.309,-0.647,0.028
'0:00.229',-0.011,-1.116,-1.105,0.563,0.547,-1.111,0.124,0.174,0.510,0.143,-0.314,0.070,-0.308,-0.648,0.025
'0:00.230',-0.009,-1.113,-1.103,0.560,0.547,-1.108,0.124,0.173,0.507,0.141,-0.316,0.069,-0.308,-0.645,0.025
'0:00.231',-0.009,-1.113,-1.105,0.560,0.548,-1.109,0.127,0.172,0.508,0.142,-0.313,0.071,-0.304,-0.641,0.026
'0:00.232',-0.011,-1.115,-1.104,0.562,0.547,-1.109,0.127,0.174,0.507,0.142,-0.313,0.072,-0.307,-0.645,0.026
'0:00.233',-0.013,-1.117,-1.105,0.565,0.546,-1.111,0.130,0.174,0.508,0.143,-0.314,0.071,-0.309,-0.650,0.027
'0:00.234',-0.011,-1.119,-1.109,0.565,0.549,-1.114,0.131,0.174,0.511,0.144,-0.312,0.071,-0.309,-0.652,0.029
'0:00.235',-0.009,-1.123,-1.114,0.567,0.552,-1.119,0.130,0.173,0.509,0.144,-0.311,0.070,-0.311,-0.653,0.034
'0:00.236',-0.007,-1.122,-1.115,0.565,0.554,-1.119,0.129,0.173,0.507,0.143,-0.312,0.070,-0.309,-0.652,0.035
'0:00.237',-0.011,-1.121,-1.111,0.566,0.550,-1.115,0.130,0.174,0.506,0.142,-0.311,0.069,-0.312,-0.651,0.034
'0:00.238',-0.013,-1.121,-1.107,0.567,0.547,-1.114,0.133,0.173,0.507,0.141,-0.309,0.069,-0.311,-0.646,0.036
'0:00.239',-0.010,-1.116,-1.106,0.562,0.548,-1.111,0.133,0.174,0.507,0.142,-0.305,0.070,-0.310,-0.646,0.037
'0:00.240',-0.006,-1.111,-1.105,0.558,0.549,-1.107,0.132,0.172,0.505,0.140,-0.308,0.067,-0.311,-0.647,0.038
'0:00.241',-0.006,-1.111,-1.105,0.558,0.550,-1.109,0.132,0.172,0.505,0.138,-0.312,0.067,-0.312,-0.648,0.038
'0:00.242',-0.009,-1.116,-1.107,0.562,0.549,-1.111,0.130,0.171,0.504,0.138,-0.313,0.065,-0.312,-0.648,0.038
'0:00.243',-0.014,-1.120,-1.107,0.567,0.546,-1.113,0.129,0.168,0.502,0.135,-0.317,0.064,-0.312,-0.647,0.037
'0:00.244',-0.013,-1.121,-1.109,0.567,0.548,-1.115,0.126,0.165,0.500,0.130,-0.319,0.064,-0.313,-0.653,0.035
'0:00.245',-0.014,-1.121,-1.107,0.567,0.547,-1.114,0.129,0.167,0.501,0.132,-0.318,0.064,-0.312,-0.653,0.033
'0:00.246',-0.017,-1.119,-1.103,0.568,0.543,-1.111,0.131,0.170,0.503,0.135,-0.316,0.067,-0.312,-0.651,0.032
'0:00.247',-0.017,-1.119,-1.102,0.568,0.543,-1.111,0.130,0.169,0.502,0.133,-0.316,0.067,-0.311,-0.649,0.032
'0:00.248',-0.019,-1.124,-1.105,0.572,0.543,-1.114,0.134,0.172,0.505,0.135,-0.316,0.070,-0.312,-0.650,0.035
'0:00.249',-0.022,-1.127,-1.104,0.574,0.541,-1.115,0.133,0.171,0.504,0.135,-0.314,0.070,-0.311,-0.653,0.036
'0:00.250',-0.023,-1.124,-1.101,0.574,0.539,-1.113,0.131,0.168,0.501,0.131,-0.317,0.067,-0.312,-0.648,0.037
'0:00.251',-0.029,-1.126,-1.097,0.577,0.535,-1.112,0.130,0.167,0.500,0.131,-0.319,0.067,-0.313,-0.647,0.039
'0:00.252',-0.029,-1.125,-1.095,0.578,0.533,-1.111,0.132,0.167,0.503,0.133,-0.318,0.068,-0.313,-0.649,0.038
'0:00.253',-0.025,-1.124,-1.099,0.575,0.537,-1.111,0.134,0.170,0.506,0.136,-0.316,0.070,-0.312,-0.647,0.032
'0:00.254',-0.021,-1.127,-1.105,0.574,0.542,-1.116,0.133,0.172,0.505,0.136,-0.316,0.070,-0.311,-0.649,0.032
'0:00.255',-0.021,-1.127,-1.107,0.574,0.543,-1.117,0.132,0.171,0.504,0.133,-0.317,0.069,-0.314,-0.653,0.033
'0:00.256',-0.026,-1.127,-1.101,0.577,0.537,-1.113,0.136,0.170,0.503,0.132,-0.315,0.068,-0.314,-0.654,0.028
'0:00.257',-0.028,-1.128,-1.100,0.578,0.536,-1.114,0.136,0.170,0.502,0.132,-0.315,0.066,-0.315,-0.654,0.029
'0:00.258',-0.026,-1.127,-1.101,0.577,0.537,-1.114,0.131,0.168,0.503,0.133,-0.316,0.066,-0.316,-0.653,0.031
'0:00.259',-0.023,-1.121,-1.098,0.572,0.537,-1.109,0.130,0.168,0.504,0.133,-0.314,0.067,-0.314,-0.648,0.034
'0:00.260',-0.023,-1.121,-1.097,0.572,0.537,-1.109,0.130,0.168,0.501,0.132,-0.316,0.065,-0.316,-0.645,0.037
'0:00.261',-0.028,-1.121,-1.093,0.575,0.533,-1.107,0.131,0.167,0.500,0.132,-0.316,0.065,-0.317,-0.650,0.037
'0:00.262',-0.032,-1.123,-1.091,0.578,0.530,-1.107,0.132,0.167,0.501,0.132,-0.315,0.065,-0.318,-0.653,0.036
'0:00.263',-0.037,-1.127,-1.090,0.582,0.527,-1.109,0.130,0.166,0.501,0.127,-0.318,0.063,-0.317,-0.651,0.036
'0:00.264',-0.038,-1.129,-1.091,0.584,0.526,-1.109,0.127,0.164,0.497,0.123,-0.322,0.060,-0.319,-0.650,0.037
'0:00.265',-0.035,-1.128,-1.093,0.581,0.529,-1.111,0.127,0.164,0.497,0.127,-0.321,0.060,-0.319,-0.651,0.032
'0:00.266',-0.033,-1.127,-1.095,0.580,0.532,-1.111,0.130,0.164,0.497,0.126,-0.320,0.061,-0.316,-0.654,0.025
'0:00.267',-0.032,-1.129,-1.097,0.581,0.533,-1.113,0.131,0.164,0.498,0.123,-0.320,0.062,-0.318,-0.655,0.024
'0:00.268',-0.034,-1.129,-1.095,0.581,0.531,-1.112,0.133,0.167,0.500,0.127,-0.319,0.062,-0.319,-0.651,0.026
'0:00.269',-0.034,-1.127,-1.095,0.580,0.531,-1.111,0.133,0.165,0.498,0.124,-0.320,0.060,-0.319,-0.648,0.035
'0:00.270',-0.035,-1.132,-1.097,0.584,0.531,-1.114,0.133,0.165,0.498,0.124,-0.319,0.060,-0.319,-0.650,0.037
'0:00.271',-0.035,-1.135,-1.100,0.585,0.532,-1.118,0.131,0.166,0.497,0.122,-0.319,0.061,-0.319,-0.652,0.034
'0:00.272',-0.034,-1.133,-1.099,0.583,0.533,-1.117,0.131,0.165,0.496,0.121,-0.321,0.059,-0.320,-0.651,0.032
'0:00.273',-0.037,-1.133,-1.095,0.585,0.529,-1.114,0.132,0.167,0.500,0.124,-0.320,0.059,-0.321,-0.648,0.035
'0:00.274',-0.037,-1.133,-1.097,0.585,0.530,-1.115,0.133,0.169,0.498,0.124,-0.320,0.060,-0.321,-0.648,0.036
'0:00.275',-0.035,-1.131,-1.096,0.583,0.530,-1.113,0.133,0.169,0.498,0.124,-0.319,0.060,-0.321,-0.648,0.035
'0:00.276',-0.031,-1.128,-1.097,0.580,0.533,-1.113,0.133,0.168,0.497,0.123,-0.318,0.061,-0.321,-0.646,0.037
'0:00.277',-0.032,-1.130,-1.099,0.581,0.534,-1.115,0.132,0.167,0.497,0.123,-0.319,0.060,-0.320,-0.646,0.034
'0:00.278',-0.033,-1.129,-1.095,0.581,0.531,-1.112,0.130,0.166,0.494,0.120,-0.323,0.056,-0.322,-0.645,0.029
'0:00.279',-0.032,-1.125,-1.094,0.578,0.531,-1.109,0.131,0.166,0.495,0.120,-0.323,0.056,-0.323,-0.648,0.034
'0:00.280',-0.032,-1.128,-1.097,0.580,0.533,-1.113,0.132,0.171,0.497,0.124,-0.321,0.058,-0.324,-0.651,0.035
'0:00.281',-0.028,-1.128,-1.100,0.578,0.536,-1.114,0.133,0.171,0.499,0.125,-0.320,0.058,-0.322,-0.650,0.036
'0:00.282',-0.025,-1.125,-1.100,0.576,0.537,-1.113,0.132,0.169,0.498,0.122,-0.322,0.056,-0.323,-0.650,0.039
'0:00.283',-0.028,-1.125,-1.098,0.577,0.535,-1.112,0.129,0.166,0.495,0.118,-0.326,0.051,-0.325,-0.647,0.038
'0:00.284',-0.030,-1.129,-1.099,0.580,0.534,-1.113,0.131,0.167,0.496,0.118,-0.325,0.051,-0.325,-0.644,0.036
'0:00.285',-0.028,-1.127,-1.099,0.577,0.536,-1.113,0.131,0.167,0.496,0.115,-0.325,0.051,-0.325,-0.642,0.037
'0:00.286',-0.030,-1.126,-1.097,0.578,0.533,-1.111,0.131,0.167,0.495,0.117,-0.326,0.050,-0.326,-0.645,0.037
'0:00.287',-0.034,-1.125,-1.091,0.580,0.529,-1.109,0.132,0.165,0.494,0.117,-0.325,0.050,-0.326,-0.647,0.036
'0:00.288',-0.033,-1.127,-1.095,0.580,0.531,-1.111,0.133,0.167,0.494,0.116,-0.325,0.050,-0.326,-0.647,0.035
'0:00.289',-0.034,-1.133,-1.099,0.583,0.533,-1.115,0.133,0.168,0.496,0.117,-0.325,0.051,-0.327,-0.650,0.033
'0:00.290',-0.033,-1.129,-1.097,0.581,0.532,-1.113,0.132,0.167,0.497,0.117,-0.324,0.050,-0.326,-0.643,0.033
'0:00.291',-0.030,-1.128,-1.098,0.579,0.534,-1.113,0.131,0.168,0.496,0.116,-0.325,0.050,-0.326,-0.641,0.033
'0:00.292',-0.026,-1.127,-1.101,0.577,0.538,-1.115,0.133,0.170,0.498,0.117,-0.324,0.052,-0.326,-0.643,0.034
'0:00.293',-0.025,-1.125,-1.099,0.575,0.536,-1.111,0.136,0.172,0.501,0.120,-0.322,0.052,-0.326,-0.645,0.035
'0:00.294',-0.025,-1.125,-1.099,0.576,0.537,-1.113,0.136,0.172,0.500,0.123,-0.321,0.054,-0.327,-0.649,0.035
'0:00.295',-0.028,-1.127,-1.100,0.578,0.536,-1.113,0.135,0.172,0.501,0.122,-0.322,0.052,-0.326,-0.648,0.035
'0:00.296',-0.029,-1.129,-1.101,0.579,0.536,-1.115,0.133,0.171,0.500,0.121,-0.321,0.051,-0.326,-0.650,0.035
'0:00.297',-0.024,-1.125,-1.101,0.574,0.539,-1.113,0.136,0.173,0.502,0.122,-0.321,0.053,-0.326,-0.648,0.035
'0:00.298',-0.021,-1.119,-1.099,0.571,0.539,-1.109,0.136,0.174,0.504,0.122,-0.321,0.054,-0.325,-0.645,0.035
'0:00.299',-0.018,-1.115,-1.097,0.567,0.539,-1.107,0.139,0.175,0.503,0.124,-0.319,0.055,-0.324,-0.648,0.035
'0:00.300',-0.017,-1.114,-1.097,0.566,0.540,-1.106,0.139,0.177,0.505,0.128,-0.318,0.057,-0.324,-0.648,0.036
'0:00.301',-0.019,-1.119,-1.100,0.569,0.540,-1.110,0.139,0.178,0.505,0.128,-0.317,0.058,-0.327,-0.652,0.034
'0:00.302',-0.021,-1.121,-1.099,0.571,0.539,-1.110,0.140,0.178,0.504,0.126,-0.320,0.056,-0.329,-0.652,0.031
'0:00.303',-0.025,-1.124,-1.099,0.575,0.536,-1.111,0.137,0.176,0.502,0.125,-0.321,0.054,-0.328,-0.650,0.032
'0:00.304',-0.027,-1.126,-1.099,0.577,0.536,-1.113,0.136,0.175,0.502,0.123,-0.321,0.056,-0.328,-0.649,0.030
'0:00.305',-0.026,-1.125,-1.099,0.576,0.536,-1.111,0.135,0.176,0.503,0.124,-0.321,0.054,-0.327,-0.648,0.033
'0:00.306',-0.026,-1.125,-1.098,0.576,0.536,-1.111,0.136,0.175,0.504,0.126,-0.321,0.055,-0.327,-0.650,0.033
'0:00.307',-0.023,-1.125,-1.101,0.574,0.539,-1.113,0.138,0.175,0.505,0.126,-0.320,0.058,-0.325,-0.652,0.028
'0:00.308',-0.022,-1.127,-1.105,0.575,0.541,-1.117,0.139,0.179,0.508,0.127,-0.318,0.059,-0.324,-0.652,0.027
'0:00.309',-0.023,-1.129,-1.106,0.576,0.542,-1.117,0.139,0.177,0.507,0.126,-0.319,0.058,-0.325,-0.652,0.027
'0:00.310',-0.022,-1.129,-1.107,0.576,0.542,-1.118,0.134,0.173,0.504,0.124,-0.323,0.056,-0.325,-0.649,0.028
'0:00.311',-0.019,-1.129,-1.109,0.574,0.545,-1.119,0.132,0.173,0.504,0.122,-0.325,0.055,-0.324,-0.649,0.029
'0:00.312',-0.017,-1.128,-1.111,0.572,0.547,-1.119,0.134,0.175,0.507,0.124,-0.323,0.053,-0.326,-0.650,0.029
'0:00.313',-0.017,-1.130,-1.113,0.573,0.548,-1.121,0.137,0.178,0.510,0.129,-0.321,0.057,-0.325,-0.653,0.029
'0:00.314',-0.017,-1.131,-1.115,0.573,0.549,-1.123,0.138,0.180,0.508,0.130,-0.321,0.058,-0.325,-0.657,0.027
'0:00.315',-0.017,-1.129,-1.113,0.573,0.548,-1.121,0.137,0.180,0.509,0.129,-0.319,0.057,-0.326,-0.655,0.025
'0:00.316',-0.017,-1.130,-1.113,0.573,0.548,-1.121,0.138,0.181,0.510,0.130,-0.318,0.058,-0.324,-0.651,0.033
'0:00.317',-0.020,-1.128,-1.109,0.574,0.544,-1.119,0.137,0.181,0.510,0.128,-0.321,0.055,-0.326,-0.650,0.029
'0:00.318',-0.022,-1.131,-1.108,0.577,0.543,-1.119,0.136,0.180,0.509,0.128,-0.321,0.054,-0.325,-0.654,0.023
'0:00.319',-0.025,-1.137,-1.112,0.581,0.543,-1.125,0.139,0.182,0.511,0.128,-0.322,0.054,-0.325,-0.659,0.025
'0:00.320',-0.025,-1.138,-1.113,0.582,0.544,-1.125,0.140,0.183,0.511,0.129,-0.322,0.054,-0.325,-0.660,0.025
'0:00.321',-0.021,-1.138,-1.117,0.580,0.547,-1.127,0.141,0.186,0.510,0.132,-0.321,0.056,-0.325,-0.661,0.029
'0:00.322',-0.019,-1.141,-1.121,0.580,0.551,-1.131,0.140,0.183,0.510,0.129,-0.323,0.054,-0.326,-0.660,0.035
'0:00.323',-0.018,-1.142,-1.123,0.580,0.552,-1.133,0.139,0.183,0.510,0.129,-0.324,0.054,-0.324,-0.659,0.033
'0:00.324',-0.018,-1.137,-1.118,0.577,0.550,-1.127,0.136,0.184,0.511,0.127,-0.325,0.051,-0.325,-0.656,0.030
'0:00.325',-0.020,-1.135,-1.115,0.577,0.548,-1.125,0.137,0.186,0.513,0.128,-0.324,0.053,-0.325,-0.650,0.029
'0:00.326',-0.020,-1.135,-1.115,0.577,0.548,-1.125,0.137,0.182,0.510,0.128,-0.325,0.051,-0.327,-0.655,0.029
'0:00.327',-0.018,-1.133,-1.115,0.575,0.549,-1.123,0.134,0.177,0.506,0.124,-0.328,0.049,-0.329,-0.654,0.029
'0:00.328',-0.018,-1.134,-1.115,0.576,0.548,-1.125,0.136,0.180,0.509,0.127,-0.326,0.050,-0.329,-0.650,0.028
'0:00.329',-0.021,-1.135,-1.115,0.578,0.547,-1.125,0.137,0.182,0.508,0.127,-0.326,0.051,-0.327,-0.653,0.029
'0:00.330',-0.021,-1.140,-1.119,0.580,0.549,-1.129,0.139,0.183,0.508,0.127,-0.326,0.053,-0.327,-0.654,0.031
'0:00.331',-0.022,-1.141,-1.119,0.582,0.549,-1.131,0.139,0.183,0.511,0.128,-0.325,0.053,-0.327,-0.651,0.030
'0:00.332',-0.021,-1.138,-1.116,0.580,0.547,-1.127,0.137,0.184,0.510,0.129,-0.324,0.053,-0.328,-0.648,0.029
'0:00.333',-0.017,-1.138,-1.121,0.577,0.553,-1.130,0.139,0.186,0.510,0.130,-0.324,0.054,-0.328,-0.653,0.031
'0:00.334',-0.015,-1.136,-1.121,0.576,0.553,-1.129,0.140,0.187,0.509,0.133,-0.321,0.057,-0.326,-0.654,0.031
'0:00.335',-0.016,-1.136,-1.120,0.576,0.552,-1.128,0.139,0.186,0.508,0.132,-0.323,0.054,-0.327,-0.655,0.028
'0:00.336',-0.016,-1.141,-1.125,0.579,0.554,-1.133,0.139,0.185,0.508,0.131,-0.323,0.054,-0.327,-0.662,0.028
'0:00.337',-0.018,-1.142,-1.124,0.580,0.553,-1.133,0.141,0.188,0.508,0.133,-0.321,0.056,-0.325,-0.665,0.028
'0:00.338',-0.021,-1.141,-1.120,0.580,0.550,-1.131,0.139,0.189,0.509,0.132,-0.322,0.056,-0.326,-0.663,0.026
'0:00.339',-0.019,-1.138,-1.119,0.578,0.550,-1.129,0.139,0.188,0.510,0.134,-0.320,0.057,-0.326,-0.661,0.026
'0:00.340',-0.018,-1.135,-1.117,0.577,0.549,-1.125,0.140,0.188,0.510,0.135,-0.320,0.057,-0.325,-0.660,0.026
'0:00.341',-0.018,-1.137,-1.119,0.578,0.550,-1.128,0.140,0.188,0.513,0.136,-0.319,0.059,-0.324,-0.662,0.025
'0:00.342',-0.017,-1.139,-1.123,0.578,0.553,-1.131,0.137,0.186,0.511,0.133,-0.323,0.057,-0.324,-0.664,0.023
'0:00.343',-0.019,-1.141,-1.122,0.580,0.551,-1.131,0.136,0.185,0.509,0.129,-0.327,0.055,-0.325,-0.661,0.021
'0:00.344',-0.020,-1.147,-1.127,0.583,0.553,-1.137,0.135,0.186,0.509,0.130,-0.326,0.056,-0.324,-0.662,0.021
'0:00.345',-0.016,-1.148,-1.132,0.582,0.558,-1.140,0.134,0.186,0.510,0.131,-0.327,0.056,-0.322,-0.668,0.019
'0:00.346',-0.014,-1.147,-1.133,0.581,0.559,-1.139,0.136,0.187,0.511,0.133,-0.325,0.057,-0.323,-0.670,0.019
'0:00.347',-0.018,-1.147,-1.128,0.583,0.555,-1.137,0.137,0.187,0.511,0.134,-0.324,0.058,-0.323,-0.663,0.021
'0:00.348',-0.019,-1.150,-1.131,0.585,0.555,-1.140,0.137,0.185,0.511,0.133,-0.326,0.058,-0.322,-0.663,0.027
'0:00.349',-0.019,-1.151,-1.131,0.585,0.556,-1.141,0.140,0.186,0.511,0.132,-0.326,0.059,-0.322,-0.663,0.033
'0:00.350',-0.019,-1.149,-1.130,0.584,0.555,-1.139,0.140,0.188,0.512,0.133,-0.325,0.058,-0.322,-0.657,0.030
'0:00.351',-0.017,-1.150,-1.133,0.583,0.558,-1.141,0.134,0.187,0.510,0.132,-0.326,0.058,-0.322,-0.657,0.029
'0:00.352',-0.017,-1.149,-1.133,0.583,0.558,-1.141,0.136,0.186,0.511,0.131,-0.326,0.058,-0.320,-0.656,0.030
'0:00.353',-0.016,-1.149,-1.133,0.583,0.559,-1.141,0.136,0.189,0.513,0.136,-0.322,0.061,-0.321,-0.658,0.030
'0:00.354',-0.017,-1.151,-1.134,0.584,0.558,-1.143,0.135,0.189,0.512,0.137,-0.322,0.060,-0.322,-0.660,0.031
'0:00.355',-0.022,-1.154,-1.132,0.588,0.555,-1.143,0.140,0.189,0.512,0.136,-0.322,0.060,-0.322,-0.665,0.029
'0:00.356',-0.022,-1.154,-1.131,0.588,0.554,-1.143,0.141,0.187,0.510,0.135,-0.321,0.061,-0.322,-0.667,0.029
'0:00.357',-0.022,-1.153,-1.131,0.588,0.555,-1.142,0.140,0.188,0.512,0.135,-0.321,0.061,-0.321,-0.665,0.029
'0:00.358',-0.021,-1.153,-1.131,0.587,0.555,-1.142,0.140,0.189,0.512,0.136,-0.320,0.060,-0.322,-0.665,0.029
'0:00.359',-0.020,-1.149,-1.129,0.584,0.554,-1.138,0.140,0.188,0.511,0.136,-0.320,0.059,-0.324,-0.664,0.031
'0:00.360',-0.019,-1.149,-1.129,0.584,0.555,-1.139,0.142,0.188,0.512,0.137,-0.320,0.059,-0.323,-0.664,0.030
'0:00.361',-0.017,-1.147,-1.130,0.582,0.557,-1.139,0.139,0.187,0.512,0.139,-0.322,0.060,-0.321,-0.659,0.032
'0:00.362',-0.017,-1.147,-1.131,0.582,0.557,-1.139,0.137,0.186,0.511,0.136,-0.323,0.059,-0.321,-0.660,0.029
'0:00.363',-0.020,-1.149,-1.129,0.584,0.554,-1.139,0.138,0.185,0.507,0.131,-0.326,0.056,-0.324,-0.658,0.028
'0:00.364',-0.024,-1.145,-1.121,0.584,0.549,-1.133,0.136,0.183,0.507,0.129,-0.327,0.053,-0.324,-0.654,0.028
'0:00.365',-0.029,-1.149,-1.120,0.590,0.545,-1.135,0.138,0.182,0.506,0.130,-0.327,0.055,-0.324,-0.659,0.029
'0:00.366',-0.029,-1.146,-1.117,0.588,0.544,-1.131,0.138,0.181,0.504,0.130,-0.327,0.054,-0.325,-0.661,0.029
'0:00.367',-0.022,-1.141,-1.117,0.582,0.548,-1.129,0.136,0.179,0.502,0.129,-0.328,0.054,-0.326,-0.658,0.029
'0:00.368',-0.018,-1.145,-1.127,0.581,0.555,-1.136,0.138,0.181,0.503,0.130,-0.327,0.056,-0.325,-0.656,0.029
'0:00.369',-0.016,-1.149,-1.133,0.582,0.559,-1.141,0.141,0.183,0.506,0.129,-0.327,0.054,-0.325,-0.658,0.032
'0:00.370',-0.019,-1.151,-1.131,0.585,0.556,-1.141,0.139,0.182,0.504,0.127,-0.328,0.053,-0.326,-0.661,0.031
'0:00.371',-0.022,-1.151,-1.129,0.587,0.553,-1.139,0.137,0.180,0.503,0.128,-0.328,0.053,-0.326,-0.665,0.029
'0:00.372',-0.021,-1.149,-1.129,0.585,0.554,-1.139,0.140,0.182,0.505,0.128,-0.327,0.053,-0.327,-0.665,0.032
'0:00.373',-0.017,-1.146,-1.129,0.581,0.556,-1.137,0.139,0.184,0.506,0.131,-0.326,0.054,-0.327,-0.660,0.035
'0:00.374',-0.013,-1.144,-1.131,0.578,0.559,-1.137,0.141,0.184,0.506,0.132,-0.324,0.053,-0.327,-0.659,0.036
